threshold_db,count,range_error_mean_m,range_error_std_m,range_abs_error_p50_m,range_abs_error_p95_m,azimuth_abs_error_p50_rad,azimuth_abs_error_p95_rad,elevation_abs_error_p50_rad,elevation_abs_error_p95_rad,rv_abs_error_p50_mps,rv_abs_error_p95_mps,sampled_for_quantiles
-5.0,7659548,-0.0188784513063473,75.00667091388432,50.516351019417925,146.88360929054284,0.0017657106326409,0.005120954495563469,0.0017721602092701,0.005141650742846684,1.3521816230394283,3.921998367238639,True
0.0,6445250,0.007567958075888447,74.96506731162113,50.301472934119374,146.89155685202456,0.0017573457218486499,0.0051383450339505645,0.00176403328140335,0.005132010458112246,1.3556241822084374,3.9277579691553077,True
3.0,5526513,-0.019621929421511107,75.00770507184049,50.611774521119514,146.76541428810194,0.0017659140511718501,0.005121037534585839,0.0017683217241183,0.005156199337380805,1.3456251161654702,3.913955115419547,True
6.0,4569516,-0.018842307657581315,75.02580234149556,50.6911419048065,146.443327293556,0.0017600010222319998,0.005114539988837831,0.0017671222933619,0.005125596634016607,1.342910917139449,3.9156335755992724,True
9.0,3668032,-0.003470609118100373,75.00792609614066,50.51761115377121,147.44926160341257,0.0017567510559892,0.00512309169311685,0.0017657240348205,0.00512401726443139,1.3526435874917873,3.932077333790543,True
12.0,2881335,-0.05446218081060085,75.00090833786379,50.5586438917162,146.8157678928615,0.00176702171637405,0.00514039952010265,0.00176615482737185,0.005131392668734104,1.3518818697923674,3.9072288377829807,True
