date,threshold_db,n_tracks,n_windows,kalman_position_rmse_norm,diffusion_position_rmse_norm,rmse_improvement_ratio,kalman_velocity_rmse_norm,diffusion_velocity_rmse_norm,velocity_improvement_ratio,smoothness_before,smoothness_after,smoothness_improvement_ratio
2022-06-06,-5.0,22796,20000,0.2100684642791748,0.2662167251110077,-0.2672855300984802,0.21014472842216492,0.17244485020637512,0.179399590457742,0.37762412428855896,0.18224480748176575,0.5173909828321652
2022-06-06,0.0,25790,20000,0.2100033313035965,0.2493920773267746,-0.18756248188384594,0.21015417575836182,0.1706295758485794,0.1880743019602349,0.31888464093208313,0.16319282352924347,0.4882386838944661
2022-06-06,3.0,25879,20000,0.2099565863609314,0.2354077249765396,-0.12122095837401248,0.21004992723464966,0.16961176693439484,0.19251689744734257,0.2746409773826599,0.1468549370765686,0.46528395552585655
2022-06-06,6.0,23310,20000,0.20995768904685974,0.2190084159374237,-0.043107384786198244,0.21003974974155426,0.1678391695022583,0.20091711350457298,0.23085713386535645,0.13015732169151306,0.43619969843589435
